indice,cooks_distance
18380,0.0015952455870751401
34506,0.0014825044742685024
39451,0.0012121419453918639
47163,0.001153215225254953
42398,0.0011437878551713392
47134,0.0011093649912122827
48090,0.0010345602121421948
39779,0.0010072686691968901
46987,9.882484536769547e-4
23497,9.009450146577848e-4
