indice,cooks_distance
50116,0.0020217835255492683
44988,0.0017896648213270327
25931,0.0016667726517875714
27827,0.0013923424139981456
15333,0.0013699746727381323
44094,0.00123930436388834
24498,0.0012090113193506584
22936,0.0011944485236365053
17208,0.0011459606838105
30726,0.0011449062917086947
