modelo,n,assimetria,curtose,jb,p_valor
Modelo 1: nivel,56794,0.8024401048517285,4.393687413470271,10691.482554439572,0
Modelo 2: log,56794,0.08815939382288727,3.140105747750107,120.01976769927444,8.670389035178934e-27
Modelo 3: ampliado,56794,0.28087962598054905,3.386660652552025,1100.5728678574965,1.0319015826150463e-239
