indice,cooks_distance
18380,0.015749292206537195
46987,0.013203773903713795
47163,0.00686562706071335
21558,0.0059552918035421345
47134,0.005747316691613594
34506,0.004510704261014309
46330,0.004456784317370959
19620,0.004382084407741912
36096,0.004104937860275097
47027,0.004011093159845312
