indice,cooks_distance
18380,0.00199464705819362
34506,0.001831777250913538
42398,0.001516363907668864
47163,0.0014524428741597914
47134,0.001282428605148439
46987,0.001257908701594053
39779,0.0012375776480235221
49915,0.0011643764596485661
19620,0.0010455136056677847
2040,0.0010420061105708425
