indice,cooks_distance
18380,0.012521849771283698
46987,0.009132556211470872
47163,0.005399981341539469
47134,0.00435284803965834
21558,0.0041564104065093255
34506,0.0037160237668101806
36096,0.003700755558501953
19620,0.0033313572477285222
46330,0.003287669804052689
39451,0.003099361351050867
